Species	Count	Family	Order	Class
Chironemus bicornis	2	Chironemidae	Centrarchiformes	Teleostei
Chironemus delfini	1	Chironemidae	Centrarchiformes	Teleostei
Heteroclinus macrophthalmus	11	Clinidae	Blenniiformes	Teleostei
Heteroclinus kuiteri	7	Clinidae	Blenniiformes	Teleostei
Heteroclinus adelaidae	23	Clinidae	Blenniiformes	Teleostei
Heteroclinus nasutus	11	Clinidae	Blenniiformes	Teleostei
Heteroclinus tristis	13	Clinidae	Blenniiformes	Teleostei
Heteroclinus perspicillatus	39	Clinidae	Blenniiformes	Teleostei
Heteroclinus puellarum	10	Clinidae	Blenniiformes	Teleostei
Heteroclinus flavescens	4	Clinidae	Blenniiformes	Teleostei
Heteroclinus johnstoni	7	Clinidae	Blenniiformes	Teleostei
Heteroclinus eckloniae	4	Clinidae	Blenniiformes	Teleostei
Heteroclinus roseus	7	Clinidae	Blenniiformes	Teleostei
Heteroclinus whiteleggii	9	Clinidae	Blenniiformes	Teleostei
Congiopodus peruvianus	17	Congiopodidae	Perciformes/Scorpaenoidei	Teleostei
Cheilopogon antoncichi	1	Exocoetidae	Beloniformes	Teleostei
Cheilopogon dorsomacula	4	Exocoetidae	Beloniformes	Teleostei
Exocoetus monocirrhus	35	Exocoetidae	Beloniformes	Teleostei
Hirundichthys marginatus	2	Exocoetidae	Beloniformes	Teleostei
Micromesistius australis	49	Gadidae	Gadiformes	Teleostei
Rexea antefurcata	11	Gempylidae	Scombriformes	Teleostei
Girella sp.	1	Girellidae	Centrarchiformes	Teleostei
Glaucosoma scapulare	11	Glaucosomatidae	Acropomatiformes	Teleostei
Plectorhinchus schotaf	22	Haemulidae	Eupercaria/misc	Teleostei
Plectorhinchus playfairi	13	Haemulidae	Eupercaria/misc	Teleostei
Plectorhinchus plagiodesmus	8	Haemulidae	Eupercaria/misc	Teleostei
Plectorhinchus diagrammus	15	Haemulidae	Eupercaria/misc	Teleostei
Plectorhinchus chubbi	19	Haemulidae	Eupercaria/misc	Teleostei
Diagramma centurio	11	Haemulidae	Eupercaria/misc	Teleostei
Plectorhinchus pictus	38	Haemulidae	Eupercaria/misc	Teleostei
Diagramma labiosum	1	Haemulidae	Eupercaria/misc	Teleostei
Halosaurus ridgwayi	3	Halosauridae	Notacanthiformes	Teleostei
Hemiramphus brasiliensis	15	Hemiramphidae	Beloniformes	Teleostei
Hemiramphus balao	21	Hemiramphidae	Beloniformes	Teleostei
Hoplichthys langsdorfii	14	Hoplichthyidae	Perciformes/Scorpaenoidei	Teleostei
Hoplichthys citrinus	5	Hoplichthyidae	Perciformes/Scorpaenoidei	Teleostei
Scorpis aequipinnis	4	Scorpididae	Centrarchiformes	Teleostei
Pseudolabrus sp.	1	Labridae	Eupercaria/misc	Teleostei
Latridopsis forsteri	14	Latridae	Centrarchiformes	Teleostei
Photolateralis moretoniensis	9	Leiognathidae	Acanthuriformes	Teleostei
Notoliparis kermadecensis	6	Liparidae	Perciformes/Cottoidei	Teleostei
Notoliparis stewarti	4	Liparidae	Perciformes/Cottoidei	Teleostei
Paraliparis devriesi	2	Liparidae	Perciformes/Cottoidei	Teleostei
Paraliparis dactylosus	60	Liparidae	Perciformes/Cottoidei	Teleostei
Careproctus gilberti	80	Liparidae	Perciformes/Cottoidei	Teleostei
Paraliparis sp.	48	Liparidae	Perciformes/Cottoidei	Teleostei
Coryphaenoides striaturus	30	Macrouridae	Gadiformes	Teleostei
Coryphaenoides profundicola	4	Macrouridae	Gadiformes	Teleostei
Coryphaenoides murrayi	62	Macrouridae	Gadiformes	Teleostei
Coryphaenoides mcmillani	11	Macrouridae	Gadiformes	Teleostei
Coryphaenoides carapinus	13	Macrouridae	Gadiformes	Teleostei
Nezumia stelgidolepis	12	Macrouridae	Gadiformes	Teleostei
Ventrifossa longibarbata	6	Macrouridae	Gadiformes	Teleostei
Pseudophycis barbata	75	Moridae	Gadiformes	Teleostei
Pseudophycis bachus	77	Moridae	Gadiformes	Teleostei
Lotella rhacina	14	Moridae	Gadiformes	Teleostei
Paramugil parmatus	72	Mugilidae	Mugiliformes	Teleostei
Upeneichthys vlamingii	24	Mullidae	Mulliformes	Teleostei
Upeneichthys sp.	1	Mullidae	Mulliformes	Teleostei
Upeneichthys lineatus	7	Mullidae	Mulliformes	Teleostei
Upeneichthys porosus	1	Mullidae	Mulliformes	Teleostei
Upeneichthys stotti	12	Mullidae	Mulliformes	Teleostei
Gymnothorax hepaticus	12	Muraenidae	Anguilliformes	Teleostei
Gymnothorax sagmacephalus	11	Muraenidae	Anguilliformes	Teleostei
Muraenolepis evseenkoi	53	Muraenolepididae	Gadiformes	Teleostei
Maxillicosta sp.	1	Neosebastidae	Perciformes/Scorpaenoidei	Teleostei
Maxillicosta scabriceps	10	Neosebastidae	Perciformes/Scorpaenoidei	Teleostei
Neosebastes bougainvillii	7	Neosebastidae	Perciformes/Scorpaenoidei	Teleostei
Maxillicosta whitleyi	12	Neosebastidae	Perciformes/Scorpaenoidei	Teleostei
Cubiceps capensis	9	Nomeidae	Scombriformes	Teleostei
Notothenia neglecta	2	Nototheniidae	Perciformes/Notothenioidei	Teleostei
Genypterus maculatus	9	Ophidiidae	Ophidiiformes	Teleostei
Genypterus tigerinus	12	Ophidiidae	Ophidiiformes	Teleostei
Genypterus chilensis	13	Ophidiidae	Ophidiiformes	Teleostei
Allocyttus niger	44	Oreosomatidae	Zeiformes	Teleostei
Aetapcus maculatus	5	Pataecidae	Perciformes/Scorpaenoidei	Teleostei
Parapriacanthus elongatus	8	Pempheridae	Acropomatiformes	Teleostei
Pempheris cf.	3	Pempheridae	Acropomatiformes	Teleostei
Pempheris schomburgkii	58	Pempheridae	Acropomatiformes	Teleostei
Pempheris tominagai	8	Pempheridae	Acropomatiformes	Teleostei
Pempheris mangula	31	Pempheridae	Acropomatiformes	Teleostei
Parazanclistius hutchinsi	5	Pentacerotidae	Acropomatiformes	Teleostei
Peristedion gracile	8	Peristediidae	Perciformes/Scorpaenoidei	Teleostei
Parapercis haackei	8	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis ramsayi	14	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Platycephalus richardsoni	20	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus bassensis	51	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Ratabulus diversidens	12	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus orbitalis	12	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus marmoratus	25	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus laevigatus	21	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus australis	14	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus fuscus	15	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus westraliae	29	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus caeruleopunctatus	22	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus aurimaculatus	9	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus cf.	14	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Cymbacephalus staigeri	6	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Cymbacephalus cf.	13	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Cymbacephalus nematophthalmus	33	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Ambiserrula jugosa	25	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Thysanophrys cirronasa	4	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Polydactylus oligodon	1	Polynemidae	Carangaria/misc	Teleostei
Polydactylus octonemus	17	Polynemidae	Carangaria/misc	Teleostei
Plectroglyphidodon randalli	23	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis limbata	3	Pomacentridae	Ovalentaria/misc	Teleostei
Ebinania macquariensis	3	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Retropinna retropinna	21	Retropinnidae	Osmeriformes	Teleostei
Neomerinthe nielseni	6	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe sp.	1	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe megalepis	8	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe kaufmani	15	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe ignea	7	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe bucephalus	5	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena isthmensis	6	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena maderensis	9	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena elongata	13	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Helicolenus sp.	2	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Trachyscorpia cristulata	4	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Sillago bassensis	22	Sillaginidae	Eupercaria/misc	Teleostei
Sillago schomburgkii	8	Sillaginidae	Eupercaria/misc	Teleostei
Sphyraena chrysotaenia	71	Sphyraenidae	Carangaria/misc	Teleostei
Pelates octolineatus	7	Terapontidae	Centrarchiformes	Teleostei
Lepidotrigla grandis	9	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla cavillone	31	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla spinosa	6	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla argus	12	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Kathetostoma sp.	1	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Kathetostoma laeve	7	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Kathetostoma giganteum	17	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Kathetostoma canaster	5	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Ophthalmolycus amberensis	39	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Peltorhamphus novaezeelandiae	32	Rhombosoleidae	Pleuronectiformes	Teleostei
Colistium nudipinnis	15	Rhombosoleidae	Pleuronectiformes	Teleostei
Kentrocapros aculeatus	15	Aracanidae	Tetraodontiformes	Teleostei
Argentina striata	10	Argentinidae	Argentiniformes	Teleostei
Ariomma melana	3	Ariommatidae	Scombriformes	Teleostei
Ariomma bondi	24	Ariommatidae	Scombriformes	Teleostei
Ariomma regulus	2	Ariommatidae	Scombriformes	Teleostei
Craterocephalus stramineus	7	Atherinidae	Atheriniformes	Teleostei
Neobathyclupea megaceps	2	Bathyclupeidae	Acropomatiformes	Teleostei
Bembrops anatirostris	6	Bembropidae	Perciformes/Bembropoidei	Teleostei
Bovichtus angustifrons	12	Bovichtidae	Perciformes/Notothenioidei	Teleostei
Bregmaceros mcclellandi	7	Bregmacerotidae	Gadiformes	Teleostei
Synchiropus sycorax	3	Callionymidae	Callionymiformes	Teleostei
Callionymus olidus	3	Callionymidae	Callionymiformes	Teleostei
Antigonia combatia	7	Antigoniidae	Acanthuriformes	Teleostei
Seriolella porosa	20	Centrolophidae	Scombriformes	Teleostei
Champsodon cf.	3	Champsodontidae	Acropomatiformes	Teleostei
Nemadactylus bergi	10	Latridae	Centrarchiformes	Teleostei
Cheilopogon arcticeps	10	Exocoetidae	Beloniformes	Teleostei
Gonorynchus greyi	15	Gonorynchidae	Gonorynchiformes	Teleostei
Hyporhamphus paucirastris	3	Hemiramphidae	Beloniformes	Teleostei
Iso hawaiiensis	15	Isonidae	Atheriniformes	Teleostei
Gadomus arcuatus	7	Bathygadidae	Gadiformes	Teleostei
Gadomus longifilis	15	Bathygadidae	Gadiformes	Teleostei
Gadella imberbis	11	Moridae	Gadiformes	Teleostei
Physiculus nematopus	14	Moridae	Gadiformes	Teleostei
Gymnothorax odishi	4	Muraenidae	Anguilliformes	Teleostei
Gymnothorax monostigma	4	Muraenidae	Anguilliformes	Teleostei
Gymnothorax kolpos	27	Muraenidae	Anguilliformes	Teleostei
Gymnothorax prismodon	3	Muraenidae	Anguilliformes	Teleostei
Gymnothorax mucifer	22	Muraenidae	Anguilliformes	Teleostei
Monacoa grimaldii	3	Opisthoproctidae	Argentiniformes	Teleostei
Peristedion thompsoni	5	Peristediidae	Perciformes/Scorpaenoidei	Teleostei
Peristedion longispatha	3	Peristediidae	Perciformes/Scorpaenoidei	Teleostei
Trachinops taeniatus	14	Plesiopidae	Ovalentaria/misc	Teleostei
Scorpaena brachyptera	3	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena agassizii	14	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Sillago panhwari	4	Sillaginidae	Eupercaria/misc	Teleostei
Hoplostethus occidentalis	5	Trachichthyidae	Trachichthyiformes	Teleostei
Kathetostoma albigutta	6	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Peltorhamphus latus	7	Rhombosoleidae	Pleuronectiformes	Teleostei
Parascombrops mochizukii	1	Synagropidae	Acropomatiformes	Teleostei
Verilus cynodon	6	Malakichthyidae	Acropomatiformes	Teleostei
Rouleina guentheri	11	Alepocephalidae	Alepocephaliformes	Teleostei
Alepocephalus antipodianus	44	Alepocephalidae	Alepocephaliformes	Teleostei
Conocara salmoneum	1	Alepocephalidae	Alepocephaliformes	Teleostei
Alepocephalus sp.	3	Alepocephalidae	Alepocephaliformes	Teleostei
Alepocephalus triangularis	4	Alepocephalidae	Alepocephaliformes	Teleostei
Alepocephalus rostratus	2	Alepocephalidae	Alepocephaliformes	Teleostei
Ammodytoides kanazawai	5	Ammodytidae	Perciformes/Uranoscopoidei	Teleostei
Ammodytoides sp.	7	Ammodytidae	Perciformes/Uranoscopoidei	Teleostei
Abantennarius cf.	1	Antennariidae	Lophiiformes	Teleostei
Abantennarius bermudensis	1	Antennariidae	Lophiiformes	Teleostei
Cocotropus monacanthus	2	Aploactinidae	Perciformes/Scorpaenoidei	Teleostei
Aplodactylus etheridgii	7	Aplodactylidae	Centrarchiformes	Teleostei
Aplodactylus westralis	2	Aplodactylidae	Centrarchiformes	Teleostei
Ostorhinchus cavitensis	18	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus hartzfeldii	12	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus chrysotaenia	18	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus jenkinsi	10	Apogonidae	Kurtiformes	Teleostei
Siphamia spinicola	4	Apogonidae	Kurtiformes	Teleostei
Siphamia fuscolineata	2	Apogonidae	Kurtiformes	Teleostei
Foa hyalina	2	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus limenus	6	Apogonidae	Kurtiformes	Teleostei
Siphamia guttulata	28	Apogonidae	Kurtiformes	Teleostei
Siphamia cuneiceps	7	Apogonidae	Kurtiformes	Teleostei
Apogonichthyoides taeniatus	27	Apogonidae	Kurtiformes	Teleostei
Apogonichthyoides cf.	2	Apogonidae	Kurtiformes	Teleostei
Siphamia goreni	2	Apogonidae	Kurtiformes	Teleostei
Foa brachygramma	12	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus sinus	8	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus relativus	17	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus capricornis	7	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus septemstriatus	5	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus bryx	6	Apogonidae	Kurtiformes	Teleostei
Siphamia fistulosa	2	Apogonidae	Kurtiformes	Teleostei
Kentrocapros rosapinto	12	Aracanidae	Tetraodontiformes	Teleostei
Argentina elongata	7	Argentinidae	Argentiniformes	Teleostei
Argentina aliceae	12	Argentinidae	Argentiniformes	Teleostei
Argentina euchus	10	Argentinidae	Argentiniformes	Teleostei
Ariomma sp.	4	Ariommatidae	Scombriformes	Teleostei
Atherinomorus duodecimalis	9	Atherinidae	Atheriniformes	Teleostei
Leptatherina presbyteroides	16	Atherinidae	Atheriniformes	Teleostei
Kestratherina esox	14	Atherinidae	Atheriniformes	Teleostei
Craterocephalus mugiloides	16	Atherinidae	Atheriniformes	Teleostei
Atherinomorus vaigiensis	8	Atherinidae	Atheriniformes	Teleostei
Bathylagus tenuis	8	Bathylagidae	Argentiniformes	Teleostei
Bathylagichthys parini	2	Bathylagidae	Argentiniformes	Teleostei
Bathylagichthys longipinnis	10	Bathylagidae	Argentiniformes	Teleostei
Bathylagichthys australis	5	Bathylagidae	Argentiniformes	Teleostei
Bathylagichthys problematicus	15	Bathylagidae	Argentiniformes	Teleostei
Bathylagus sp.	6	Bathylagidae	Argentiniformes	Teleostei
Strongylura urvillii	2	Belonidae	Beloniformes	Teleostei
Tylosurus sp.	12	Belonidae	Beloniformes	Teleostei
Tylosurus choram	3	Belonidae	Beloniformes	Teleostei
Bembrops caudimacula	16	Bembropidae	Perciformes/Bembropoidei	Teleostei
Bembrops filiferus	1	Bembropidae	Perciformes/Bembropoidei	Teleostei
Bembrops philippinus	1	Bembropidae	Perciformes/Bembropoidei	Teleostei
Bembrops platyrhynchus	4	Bembropidae	Perciformes/Bembropoidei	Teleostei
Centroberyx rubricaudus	2	Berycidae	Beryciformes	Teleostei
Centroberyx spinosus	8	Berycidae	Beryciformes	Teleostei
Pteraclis veliferum	2	Bramidae	Scombriformes	Teleostei
Brama cf.	2	Bramidae	Scombriformes	Teleostei
Xenobrama microlepis	11	Bramidae	Scombriformes	Teleostei
Bregmaceros lanceolatus	15	Bregmacerotidae	Gadiformes	Teleostei
Bregmaceros bathymaster	10	Bregmacerotidae	Gadiformes	Teleostei
Callanthias legras	12	Callanthiidae	Eupercaria/misc	Teleostei
Callanthias australis	8	Callanthiidae	Eupercaria/misc	Teleostei
Callionymus recurvispinnis	3	Callionymidae	Callionymiformes	Teleostei
Callionymus schaapii	1	Callionymidae	Callionymiformes	Teleostei
Callionymus erythraeus	1	Callionymidae	Callionymiformes	Teleostei
Synchiropus bartelsi	4	Callionymidae	Callionymiformes	Teleostei
Synchiropus sechellensis	3	Callionymidae	Callionymiformes	Teleostei
Callionymus australis	2	Callionymidae	Callionymiformes	Teleostei
Synchiropus goodenbeani	17	Callionymidae	Callionymiformes	Teleostei
Callionymus persicus	10	Callionymidae	Callionymiformes	Teleostei
Callionymus ogilbyi	7	Callionymidae	Callionymiformes	Teleostei
Callionymus afilum	3	Callionymidae	Callionymiformes	Teleostei
Synchiropus rameus	1	Callionymidae	Callionymiformes	Teleostei
Callionymus cf.	2	Callionymidae	Callionymiformes	Teleostei
Synchiropus papilio	9	Callionymidae	Callionymiformes	Teleostei
Synchiropus lateralis	2	Callionymidae	Callionymiformes	Teleostei
Synchiropus kamoharai	2	Callionymidae	Callionymiformes	Teleostei
Synchiropus postulus	4	Callionymidae	Callionymiformes	Teleostei
Synchiropus monacanthus	18	Callionymidae	Callionymiformes	Teleostei
Synchiropus marmoratus	4	Callionymidae	Callionymiformes	Teleostei
Callionymus marleyi	2	Callionymidae	Callionymiformes	Teleostei
Callionymus decoratus	2	Callionymidae	Callionymiformes	Teleostei
Callionymus regani	12	Callionymidae	Callionymiformes	Teleostei
Callionymus delicatulus	7	Callionymidae	Callionymiformes	Teleostei
Antigonia malayana	3	Antigoniidae	Acanthuriformes	Teleostei
Antigonia sp.	2	Antigoniidae	Acanthuriformes	Teleostei
Antigonia indica	3	Antigoniidae	Acanthuriformes	Teleostei
Antigonia ovalis	2	Antigoniidae	Acanthuriformes	Teleostei
Antigonia emanuela	2	Antigoniidae	Acanthuriformes	Teleostei
Antigonia cf.	5	Antigoniidae	Acanthuriformes	Teleostei
Caristius fasciatus	16	Caristiidae	Scombriformes	Teleostei
Caristius meridionalis	6	Caristiidae	Scombriformes	Teleostei
Neocaristius heemstrai	6	Caristiidae	Scombriformes	Teleostei
Tubbia sp.	1	Centrolophidae	Scombriformes	Teleostei
Schedophilus huttoni	10	Centrolophidae	Scombriformes	Teleostei
Schedophilus haedrichi	7	Centrolophidae	Scombriformes	Teleostei
Seriolella violacea	11	Centrolophidae	Scombriformes	Teleostei
Tubbia stewarti	12	Centrolophidae	Scombriformes	Teleostei
Schedophilus sp.	3	Centrolophidae	Scombriformes	Teleostei
Tubbia tasmanica	32	Centrolophidae	Scombriformes	Teleostei
Schedophilus maculatus	12	Centrolophidae	Scombriformes	Teleostei
Hyperoglyphe perciformis	4	Centrolophidae	Scombriformes	Teleostei
Hyperoglyphe moselii	2	Centrolophidae	Scombriformes	Teleostei
Seriolella labyrinthica	1	Centrolophidae	Scombriformes	Teleostei
Hyperoglyphe bythites	3	Centrolophidae	Scombriformes	Teleostei
Hypopterus macropterus	2	Latidae	Carangaria/misc	Teleostei
Owstonia whiteheadi	2	Cepolidae	Eupercaria/misc	Teleostei
